Id,SalePrice
1461,125.60903930664062
1462,185.79136657714844
1463,179.05006408691406
1464,177.50709533691406
1465,177.08168029785156
1466,175.11846923828125
1467,161.69654846191406
1468,159.3095703125
1469,183.65525817871094
1470,124.86643981933594
1471,191.9412078857422
1472,104.69569396972656
1473,113.48974609375
1474,159.67315673828125
1475,118.92476654052734
1476,313.23193359375
1477,226.59600830078125
1478,262.7080993652344
1479,291.2286376953125
1480,419.56634521484375
1481,315.1136169433594
1482,190.89952087402344
1483,185.1832275390625
1484,156.36563110351562
1485,132.9289093017578
1486,184.89024353027344
1487,331.1907043457031
1488,238.11474609375
1489,168.89830017089844
1490,209.4657440185547
1491,178.248291015625
1492,125.45159149169922
1493,183.5289306640625
1494,276.32757568359375
1495,279.4200744628906
1496,212.20603942871094
1497,179.07022094726562
1498,126.64784240722656
1499,126.37742614746094
1500,129.24156188964844
1501,162.31349182128906
1502,115.51896667480469
1503,227.00669860839844
1504,201.0091094970703
1505,214.67868041992188
1506,294.9245300292969
1507,294.6707763671875
1508,222.4803009033203
1509,172.03109741210938
1510,170.7413787841797
1511,167.60560607910156
1512,220.64852905273438
1513,168.96377563476562
1514,271.65863037109375
1515,273.52294921875
1516,169.40586853027344
1517,150.7906951904297
1518,242.6642608642578
1519,211.3674774169922
1520,156.87147521972656
1521,166.95074462890625
1522,193.7662353515625
1523,149.9763946533203
1524,131.02224731445312
1525,136.6625518798828
1526,136.500244140625
1527,110.52536010742188
1528,139.85171508789062
1529,162.28692626953125
1530,196.2936248779297
1531,184.13197326660156
1532,128.68576049804688
1533,187.98548889160156
1534,142.5088348388672
1535,184.21182250976562
1536,153.1074676513672
1537,107.96743774414062
1538,173.48646545410156
1539,180.9127960205078
1540,218.4104766845703
1541,157.6985321044922
1542,179.25942993164062
1543,235.52471923828125
1544,110.08612060546875
1545,121.84329223632812
1546,125.93701171875
1547,159.5723419189453
1548,154.0087432861328
1549,111.26124572753906
1550,170.2819366455078
1551,150.75448608398438
1552,204.63267517089844
1553,166.45408630371094
1554,140.30442810058594
1555,224.40867614746094
1556,133.8867645263672
1557,177.84066772460938
1558,107.92573547363281
1559,186.55364990234375
1560,180.54066467285156
1561,295.0506896972656
1562,124.06743621826172
1563,123.10969543457031
1564,186.8423309326172
1565,154.83450317382812
1566,205.47093200683594
1567,103.9954833984375
1568,222.2281951904297
1569,182.20579528808594
1570,121.20405578613281
1571,162.5396270751953
1572,161.51182556152344
1573,216.80865478515625
1574,175.9613037109375
1575,202.71115112304688
1576,196.40721130371094
1577,168.47164916992188
1578,153.95516967773438
1579,128.3202667236328
1580,182.93824768066406
1581,139.34117126464844
1582,124.33778381347656
1583,326.2822265625
1584,227.03932189941406
1585,122.42031860351562
1586,70.55408477783203
1587,103.144775390625
1588,164.03916931152344
1589,129.5235595703125
1590,142.89535522460938
1591,132.4309844970703
1592,163.01275634765625
1593,122.22886657714844
1594,193.0286865234375
1595,180.0644989013672
1596,287.735107421875
1597,236.76332092285156
1598,154.4274139404297
1599,137.13687133789062
1600,163.12664794921875
1601,75.9869155883789
1602,120.90643310546875
1603,118.56307220458984
1604,241.8687744140625
1605,212.14198303222656
1606,174.5728302001953
1607,330.8651123046875
1608,187.49900817871094
1609,167.6317138671875
1610,137.95855712890625
1611,159.04901123046875
1612,201.71458435058594
1613,187.32896423339844
1614,130.06935119628906
1615,114.24722290039062
1616,114.24722290039062
1617,114.40135955810547
1618,122.91925048828125
1619,120.39004516601562
1620,281.0500183105469
1621,134.6739044189453
1622,163.6743621826172
1623,270.2582092285156
1624,206.28897094726562
1625,125.21273040771484
1626,203.94215393066406
1627,179.16265869140625
1628,239.9608917236328
1629,149.96424865722656
1630,381.93682861328125
1631,203.7158966064453
1632,250.10328674316406
1633,133.28594970703125
1634,180.5009002685547
1635,160.65696716308594
1636,162.74537658691406
1637,218.12083435058594
1638,207.40480041503906
1639,223.07969665527344
1640,273.5623779296875
1641,197.8410186767578
1642,201.68710327148438
1643,207.8929901123047
1644,197.49362182617188
1645,245.4556121826172
1646,153.2851104736328
1647,163.6838836669922
1648,162.49908447265625
1649,143.40475463867188
1650,122.90834045410156
1651,122.7314682006836
1652,104.71681213378906
1653,104.70626831054688
1654,165.52328491210938
1655,143.31930541992188
1656,159.6697998046875
1657,165.51979064941406
1658,159.6680908203125
1659,118.93424987792969
1660,135.2067413330078
1661,373.9540710449219
1662,321.4387512207031
1663,335.16143798828125
1664,417.90625
1665,271.5121765136719
1666,283.0528869628906
1667,322.61602783203125
1668,272.3769836425781
1669,219.67868041992188
1670,283.82440185546875
1671,276.79168701171875
1672,398.2137756347656
1673,260.08306884765625
1674,239.41246032714844
1675,188.95870971679688
1676,180.44029235839844
1677,189.1824493408203
1678,402.87493896484375
1679,364.4363708496094
1680,304.9206237792969
1681,205.56187438964844
1682,266.84759521484375
1683,196.5563201904297
1684,156.00135803222656
1685,159.4198760986328
1686,167.47621154785156
1687,132.78492736816406
1688,176.8319854736328
1689,172.50148010253906
