Id,SalePrice
1461,119235.6875
1462,184214.203125
1463,179091.265625
1464,177622.140625
1465,176924.46875
1466,170609.65625
1467,161672.65625
1468,157367.265625
1469,183362.515625
1470,118011.5625
1471,189612.046875
1472,99100.09375
1473,109710.6484375
1474,160540.90625
1475,111289.59375
1476,281950.21875
1477,216799.140625
1478,239704.859375
1479,257695.703125
1480,377646.3125
1481,280895.0625
1482,190098.046875
1483,183779.28125
1484,156706.9375
1485,123481.875
1486,182198.484375
1487,294931.53125
1488,224050.515625
1489,168132.609375
1490,204822.9375
1491,175520.1875
1492,124091.9296875
1493,188115.25
1494,257821.515625
1495,259222.34375
1496,207132.296875
1497,177033.65625
1498,123628.015625
1499,123523.2578125
1500,126109.921875
1501,158862.5
1502,110530.3359375
1503,213028.640625
1504,200295.40625
1505,208518.421875
1506,258247.84375
1507,271942.0
1508,220928.78125
1509,166403.90625
1510,169882.359375
1511,166626.8125
1512,210992.0625
1513,164516.765625
1514,243118.078125
1515,259184.640625
1516,165240.21875
1517,151012.59375
1518,224917.171875
1519,206239.109375
1520,156174.375
1521,165938.859375
1522,197779.03125
1523,149708.140625
1524,130920.515625
1525,131830.46875
1526,133558.125
1527,105991.390625
1528,139996.984375
1529,161522.75
1530,194181.265625
1531,181217.640625
1532,125102.828125
1533,186458.546875
1534,143030.203125
1535,186591.78125
1536,155192.484375
1537,100831.0
1538,175212.71875
1539,190711.265625
1540,222925.828125
1541,154604.0625
1542,181623.453125
1543,226779.921875
1544,100940.5
1545,118793.984375
1546,121986.96875
1547,159092.078125
1548,152625.34375
1549,106905.0234375
1550,172042.671875
1551,149397.265625
1552,202278.484375
1553,163608.109375
1554,137265.078125
1555,217906.46875
1556,132025.875
1557,180545.828125
1558,102226.859375
1559,184000.953125
1560,178917.71875
1561,257859.71875
1562,117817.203125
1563,115663.296875
1564,186672.203125
1565,150685.15625
1566,202653.671875
1567,94687.234375
1568,220389.921875
1569,181610.96875
1570,118197.4140625
1571,159216.78125
1572,160769.90625
1573,210166.015625
1574,176256.578125
1575,199421.90625
1576,195165.484375
1577,168348.078125
1578,149179.609375
1579,123963.8125
1580,181249.953125
1581,138152.1875
1582,117309.1328125
1583,280596.03125
1584,224313.671875
1585,113702.5625
1586,42279.4921875
1587,93119.4375
1588,163638.140625
