Id,SalePrice
1461,118280.8203125
1462,183546.09375
1463,181125.859375
1464,179098.8125
1465,176549.90625
1466,172533.84375
1467,160746.84375
1468,158400.125
1469,182703.75
1470,117263.734375
1471,189590.90625
1472,101530.953125
1473,111676.8125
1474,162157.671875
1475,111188.203125
1476,286373.625
1477,216828.96875
1478,240472.125
1479,259144.34375
1480,388267.5
1481,284677.46875
1482,190105.0
1483,182733.984375
1484,155711.375
1485,126253.5546875
1486,184676.625
1487,300709.25
1488,224602.234375
1489,166736.828125
1490,204621.265625
1491,177459.03125
1492,123143.1015625
1493,189379.25
1494,263097.4375
1495,263521.3125
1496,207866.234375
1497,179713.421875
1498,125227.734375
1499,125227.734375
1500,127918.078125
1501,160115.4375
1502,111728.4921875
1503,212802.34375
1504,203255.421875
1505,208494.78125
1506,259921.859375
1507,277996.875
1508,223821.71875
1509,168642.203125
1510,168813.53125
1511,165317.609375
1512,211201.359375
1513,168177.890625
1514,243890.203125
1515,265788.71875
1516,165905.625
1517,149614.921875
1518,225620.796875
1519,206680.1875
1520,155069.9375
1521,164645.640625
1522,199027.203125
1523,150057.828125
1524,130008.765625
1525,129762.5078125
1526,131990.21875
1527,106690.15625
1528,140160.78125
1529,160211.546875
1530,193833.984375
1531,184746.578125
1532,124590.4765625
1533,186385.578125
1534,143184.28125
1535,188306.296875
1536,154788.703125
1537,100858.40625
1538,177299.0
1539,198272.859375
1540,228105.46875
1541,155967.890625
1542,183866.046875
1543,230960.53125
1544,101071.21875
1545,119975.6875
1546,123220.3203125
1547,160259.03125
1548,153706.640625
1549,108207.28125
1550,174042.6875
1551,148040.484375
1552,206869.09375
1553,165711.8125
1554,138904.1875
1555,218835.265625
1556,132234.4375
1557,180788.265625
1558,103240.6875
1559,187554.125
1560,181406.578125
1561,259412.171875
1562,116846.0546875
1563,114697.2109375
1564,186413.6875
1565,151827.390625
1566,202898.6875
1567,94540.9765625
1568,223942.390625
1569,182504.609375
1570,118716.640625
1571,161337.078125
1572,159509.609375
1573,210691.484375
1574,175711.46875
1575,199498.640625
1576,197700.671875
1577,167373.828125
1578,150286.984375
1579,122934.0234375
1580,183427.015625
1581,137306.3125
1582,116629.3671875
1583,282832.0625
1584,228513.75
1585,112850.1875
1586,52348.16015625
1587,95960.484375
1588,163033.0625
1589,127103.828125
1590,141938.5
1591,127619.3203125
1592,165901.359375
1593,114132.890625
1594,206329.96875
1595,181888.703125
1596,264855.78125
1597,234722.984375
1598,151206.703125
1599,135813.75
1600,163053.1875
1601,68923.4375
1602,119329.7734375
1603,114756.375
1604,228505.1875
1605,214328.5625
1606,174225.90625
1607,287093.15625
1608,185846.859375
1609,166168.140625
1610,131499.921875
1611,160321.328125
1612,198680.625
1613,185660.53125
1614,125924.890625
1615,112433.875
1616,112433.875
1617,112701.1015625
1618,115465.0
1619,110677.3046875
1620,268546.8125
1621,132218.09375
1622,164269.96875
1623,247573.671875
1624,210736.0
1625,117414.359375
1626,199792.109375
1627,180739.5625
1628,242254.71875
1629,146861.234375
1630,339069.875
1631,202485.40625
1632,235504.90625
1633,126923.4296875
1634,183552.703125
1635,157440.765625
1636,161875.5
1637,220121.28125
1638,210483.171875
1639,219109.625
1640,277078.4375
1641,202530.40625
1642,202704.734375
1643,211094.859375
1644,199929.625
1645,228010.140625
1646,151438.078125
1647,162145.46875
1648,160868.625
1649,140429.546875
1650,114798.8203125
1651,114796.03125
1652,101530.5625
1653,101530.75
1654,166465.125
1655,142505.625
1656,162139.234375
1657,166447.640625
1658,162130.0625
1659,111202.828125
1660,134700.546875
1661,334253.84375
1662,300821.9375
1663,289274.5
1664,374820.75
1665,246217.046875
1666,253055.234375
1667,296193.84375
1668,247027.46875
1669,213215.03125
1670,254838.640625
1671,249258.453125
1672,347554.75
1673,257269.078125
1674,225717.5
1675,187901.828125
1676,179978.453125
1677,187529.640625
1678,353015.96875
1679,313743.1875
1680,268404.59375
1681,203009.28125
1682,242455.796875
1683,195260.953125
1684,153946.1875
1685,157596.796875
1686,167101.640625
1687,126236.453125
1688,177480.359375
1689,173016.453125
1690,160109.921875
1691,142726.453125
1692,209455.03125
1693,126253.5546875
1694,162775.796875
1695,130786.0
1696,256037.8125
1697,130786.0
1698,306645.90625
1699,292951.625
1700,227440.65625
1701,249029.9375
1702,239942.484375
1703,231161.65625
1704,240864.75
1705,198865.375
1706,350838.09375
1707,199921.34375
1708,194773.140625
1709,214916.375
1710,196770.125
1711,193946.078125
1712,260953.375
1713,233937.140625
1714,217756.203125
1715,175680.03125
1716,166653.1875
1717,154959.84375
1718,156773.875
1719,190488.8125
1720,211996.921875
1721,150876.625
1722,149914.109375
1723,150640.984375
1724,202337.296875
1725,221854.21875
1726,182257.875
1727,184084.671875
1728,162570.234375
1729,146010.90625
1730,144188.625
1731,131125.640625
1732,115006.75
1733,114734.7578125
1734,136916.671875
1735,121392.125
1736,121395.5546875
1737,288336.9375
1738,195360.21875
1739,327327.65625
1740,243805.109375
1741,164623.484375
1742,160097.140625
1743,151323.515625
1744,239630.203125
1745,246281.796875
1746,219524.0
1747,206513.515625
1748,266662.625
1749,181455.453125
1750,166237.78125
1751,235476.578125
1752,114717.453125
1753,219893.171875
1754,234155.96875
1755,176446.234375
1756,118973.21875
1757,114740.6953125
1758,166767.546875
1759,198047.984375
1760,181176.546875
1761,177953.796875
