Id,SalePrice
1461,117786.25
1462,183171.890625
1463,179323.53125
1464,177755.21875
1465,175374.703125
1466,171142.703125
1467,160127.671875
1468,157063.421875
1469,182352.203125
1470,116456.5625
1471,187980.578125
1472,98567.3984375
1473,109108.265625
1474,159827.8125
1475,109320.7890625
1476,284193.9375
1477,216291.078125
1478,239557.375
1479,257758.0
1480,377442.125
1481,282784.34375
1482,188716.671875
1483,182773.078125
1484,154793.828125
1485,124496.5625
1486,182719.875
1487,297338.4375
1488,223504.984375
1489,166793.734375
1490,204039.078125
1491,175838.125
1492,122856.7890625
1493,187359.03125
1494,260427.828125
1495,261224.484375
1496,205910.953125
1497,177240.921875
1498,123042.0859375
1499,122878.75
1500,125540.5390625
1501,158868.203125
1502,110361.96875
1503,211754.0
1504,201189.640625
1505,207771.265625
1506,258317.578125
1507,274972.375
1508,221756.484375
1509,167142.15625
1510,168578.359375
1511,165349.421875
1512,210450.125
1513,166164.859375
1514,243173.984375
1515,262270.8125
1516,165906.78125
1517,149469.734375
1518,224466.234375
1519,205410.5
1520,154579.5625
1521,164637.078125
1522,197660.421875
1523,148935.328125
1524,129542.3359375
1525,130643.7734375
1526,131974.6875
1527,105536.7578125
1528,139002.71875
1529,160101.734375
1530,193289.328125
1531,182572.203125
1532,123527.859375
1533,185416.734375
1534,141982.375
1535,186769.015625
1536,154146.3125
1537,99837.1484375
1538,175363.5
1539,194524.109375
1540,225939.140625
1541,154567.359375
1542,181667.78125
1543,228530.53125
1544,99412.8671875
1545,118256.3203125
1546,121675.546875
1547,158694.109375
1548,152145.1875
1549,106540.7734375
1550,171930.09375
1551,147552.515625
1552,203869.765625
1553,163826.46875
1554,136994.015625
1555,218090.734375
1556,131548.9375
1557,179738.359375
1558,101621.15625
1559,185565.453125
1560,179496.84375
1561,257938.6875
1562,116226.4296875
1563,114040.859375
1564,185639.65625
1565,150826.5
1566,201911.3125
1567,93942.578125
1568,221667.59375
1569,182239.296875
1570,117550.4921875
1571,159211.78125
1572,159298.453125
1573,209141.640625
1574,175069.0625
1575,198631.421875
1576,196110.234375
1577,166779.5625
1578,149510.6875
1579,122610.3046875
1580,181669.125
1581,136276.921875
1582,115742.3125
1583,281157.21875
1584,226110.890625
1585,112136.4140625
1586,45074.68359375
1587,93594.5234375
1588,162099.421875
1589,127151.8984375
1590,141711.5
1591,127010.6640625
1592,164819.90625
1593,113625.0
1594,202030.09375
1595,179869.96875
1596,262613.8125
1597,232230.171875
1598,149710.921875
1599,134905.59375
1600,161858.609375
1601,65161.0234375
1602,117727.640625
1603,114222.046875
1604,226658.125
1605,212495.71875
1606,173533.78125
1607,284830.65625
1608,185539.921875
1609,165791.078125
1610,129847.140625
1611,160013.40625
1612,198370.828125
1613,184955.703125
1614,124713.3203125
1615,109957.9765625
1616,109957.9765625
1617,110215.3828125
1618,114407.09375
1619,109823.59375
1620,265397.0625
1621,130699.9453125
1622,163012.75
1623,245829.21875
1624,208970.984375
1625,117086.6171875
1626,199284.203125
1627,179618.03125
1628,239292.203125
1629,144653.796875
1630,331486.90625
1631,201319.921875
1632,233723.90625
1633,124900.4296875
1634,181747.53125
1635,156137.140625
1636,161204.015625
1637,218333.28125
1638,207985.90625
1639,217906.140625
1640,273367.3125
1641,201079.75
1642,200606.578125
1643,209010.859375
1644,197951.015625
1645,226801.140625
1646,151110.6875
1647,162069.03125
1648,160470.90625
1649,140395.078125
1650,113808.2265625
1651,113706.109375
1652,98558.6015625
1653,98563.0
1654,163923.71875
1655,141429.921875
1656,159809.515625
1657,163905.71875
1658,159800.359375
1659,109326.9296875
1660,134329.359375
1661,330537.34375
1662,297718.4375
1663,287546.3125
1664,365373.0625
1665,245346.46875
1666,252874.4375
1667,292658.46875
1668,245954.890625
1669,212299.40625
1670,253973.921875
1671,248261.90625
1672,340281.875
1673,254691.171875
1674,224527.8125
1675,186685.1875
1676,178569.625
1677,187044.234375
1678,345298.46875
1679,309946.09375
1680,266140.15625
1681,201612.546875
1682,242394.984375
1683,193974.0625
1684,152591.984375
1685,156055.265625
1686,166043.90625
1687,124267.21875
